X1,X2,X3,X4,Y
33.8129,10.1706,6.4063,8.9475,196.1748
-19.0711,7.9710,15.2765,19.3064,100.7457
-16.3705,8.5071,10.8710,24.5604,134.1667
11.9391,1.6207,9.4366,13.8528,78.8349
43.5546,3.5325,6.2098,2.0576,111.9831
17.2478,1.8920,4.8994,3.2375,51.9817
14.3447,4.4670,10.9849,1.0122,56.4990
-13.5114,8.5293,8.1503,10.3337,84.9310
25.6314,7.7942,15.5683,15.3580,173.0103
37.3693,8.3458,8.8662,18.3203,215.8087
6.0098,7.5910,9.1887,3.4139,84.8844
34.0684,4.2763,7.6676,14.5182,147.8095
47.4778,3.9341,13.6282,21.9002,199.7096
-6.5326,2.6447,7.7974,22.0705,85.3071
16.1564,11.1889,5.3095,14.0491,198.6885
-0.6132,8.3978,14.7925,11.5654,112.8476
35.2927,3.2381,10.5493,7.6665,112.9710
20.0091,3.1265,10.4642,-5.2217,29.8943
24.0554,11.4764,10.7732,-7.4257,131.4480
35.6519,9.9128,12.5014,5.9713,184.7883
7.1139,8.9128,6.0091,-6.1006,65.9104
43.9714,5.8824,1.5415,9.3490,168.6193
16.8450,4.1437,13.9695,11.8910,101.4114
-9.7852,12.7534,3.0625,7.4478,143.1231
28.4088,10.5669,12.5491,-10.6522,111.6682
35.3216,4.6214,2.3170,-9.8641,58.7135
1.4901,11.1708,7.0049,-7.8064,79.8786
39.8597,10.1072,2.0084,-6.3151,149.9811
43.3362,4.5650,9.3554,24.6257,208.8915
-1.3398,6.1186,11.4502,0.7463,39.3029
48.8300,3.2314,3.7429,-1.1970,107.9987
-11.0095,2.3326,6.9460,-10.0661,-56.0561
-6.6569,9.6731,15.8838,11.5069,119.4138
-7.9200,4.2101,8.0782,12.1311,55.2798
42.4733,10.8407,13.8407,-5.5084,163.8869
25.4548,12.9473,15.8350,22.0119,273.9634
-10.2006,1.9194,16.5895,17.6183,52.6704
10.2630,6.6764,15.3732,-3.4782,53.1185
22.6862,10.6248,6.0785,5.9764,169.3545
-15.0740,10.4674,16.4012,4.9605,85.6364
41.6516,10.1200,13.9983,0.8953,175.7503
36.0559,5.1879,14.3948,18.2525,176.1972
14.8697,6.4462,1.2428,-7.9572,41.9018
47.6660,8.1396,16.2678,3.3666,171.9731
8.6610,12.6873,13.4494,3.8372,161.1477
48.8718,4.9306,13.2875,5.3428,145.9912
26.4223,12.0777,2.3044,19.8699,255.8939
24.0617,4.2323,4.7211,-3.9278,54.0770
-9.2172,12.8689,16.3962,-8.1918,78.4448
41.6169,9.0432,9.0108,10.8589,203.9577
9.3518,6.5621,7.3657,-5.5681,44.8762
-9.4814,8.3607,14.4391,-9.2275,10.6007
-20.1049,4.2704,2.3974,3.7860,0.0452
18.7427,4.2901,7.6711,-3.8731,46.0006
16.4454,2.3627,7.0112,1.3650,43.3742
30.0741,2.3686,6.5976,-2.3907,57.2112
42.2083,5.1721,5.9231,-8.5725,80.4871
-15.3621,10.1543,4.3612,8.7328,97.3407
30.9363,8.2957,3.7666,-11.0003,88.3427
-7.6938,2.2310,11.2465,23.7559,84.8264
39.9306,11.2268,15.7103,0.6292,190.0723
37.1535,8.2164,9.1416,13.7208,195.2662
17.3964,12.5303,5.7676,17.9834,234.9783
29.4272,9.0422,3.5466,-1.6731,131.5856
1.3189,3.1021,14.2823,15.7033,77.4258
12.4529,6.6854,16.5439,18.7996,146.1781
37.3362,8.7820,6.5865,-3.0713,137.1016
11.6078,1.3392,5.6552,24.7223,121.9522
4.4037,1.1789,10.6239,-11.2345,-36.4728
14.0891,2.5528,13.4053,-3.9710,20.3844
37.8057,4.0200,8.2864,16.8608,163.3215
2.7998,6.1546,11.0812,-4.8172,25.3466
-8.6629,6.8493,12.4648,13.8356,88.1326
29.5530,2.6563,16.3695,19.6546,143.6986
37.6445,9.0807,3.6406,23.4909,248.8702
-13.8547,8.1537,16.9581,5.5472,59.1033
-3.9689,4.5336,7.2745,23.9310,113.7793
-10.9200,1.1639,12.5712,3.2300,-12.2715
3.7038,1.9318,10.1586,-3.9293,-4.9183
10.9749,5.7003,8.7867,7.0151,86.4438
32.1667,2.8477,12.1692,12.0435,123.1303
25.2315,5.5218,7.3321,4.9446,105.5646
23.0859,8.5382,3.0178,8.9780,155.7725
4.0186,7.5668,8.8223,3.4071,80.1940
38.7428,3.7741,9.3507,7.4162,124.4852
12.4614,5.1259,4.2304,23.2460,149.8313
48.5165,8.3684,15.9699,6.4938,191.1622
24.0241,11.3303,4.6396,-2.6324,147.4058
-12.0352,10.0386,7.5476,16.0736,132.4272
27.0086,7.6408,3.4789,0.4906,115.9163
2.0824,5.3475,9.5727,18.1997,108.5779
27.7292,5.3806,5.9222,-9.8968,50.6870
-16.0555,11.5530,8.8284,0.2906,81.5163
-8.5834,1.4709,4.5939,-8.5087,-48.6878
39.7573,12.8558,1.8604,-8.8432,179.8903
-4.8703,8.9725,13.4676,12.3604,112.4684
38.4299,9.1737,11.2574,2.2574,164.6905
-1.1714,1.4560,6.4518,20.2447,80.2229
24.6446,8.2664,1.7599,7.1070,145.1182
28.2847,6.8173,14.8492,-1.0723,99.2012
15.3985,2.2693,3.7167,14.6729,95.0453
0.6771,4.3351,15.8919,11.0886,67.5388
-5.9022,11.6838,8.6575,17.5850,175.3213
-18.6436,7.5999,6.4462,11.8128,69.8591
0.5802,5.9610,12.8682,-5.8205,17.1483
25.3746,1.8722,15.0294,12.8015,103.3073
45.6196,9.5695,6.9314,2.4873,186.5948
40.8555,9.4342,7.5175,5.1363,185.0662
33.3906,8.3685,7.9305,22.0979,223.7600
34.9798,7.1232,15.7572,1.3187,127.2715
26.2139,6.2054,12.0810,10.6425,137.3338
-2.5196,8.1193,4.9623,1.4488,66.4311
43.4108,3.8007,3.9600,-8.4951,70.6775
26.6220,12.2951,4.6859,4.7804,198.2671
18.7913,8.0655,5.2170,10.0913,143.0200
-13.1197,4.7343,4.6829,3.0776,14.0129
10.7409,6.3962,11.5361,2.4546,75.5678
11.6854,10.6682,2.8549,18.3540,196.8718
40.3840,2.9394,7.1977,-10.9016,47.5849
17.8120,4.5140,11.0009,-1.0633,54.2033
6.0084,9.1541,5.6538,18.0350,164.9303
48.3528,4.7859,2.0444,22.0596,214.0008
-13.1388,10.5100,2.3092,3.2551,86.1680
9.0009,2.5654,3.0155,20.8854,111.8038
-18.0162,10.1522,14.3735,-4.6396,36.1717
31.5332,1.8202,11.5258,-3.8072,50.0971
44.1834,1.1511,2.0324,19.3091,168.9839
-1.1173,11.7787,7.2571,21.4205,202.4667
39.9423,7.9761,5.4574,-3.7562,128.5265
-0.2525,5.2219,10.2486,-9.8050,-8.9110
43.6647,3.7911,9.3649,-8.6580,69.6327
32.5313,8.4026,8.6980,-2.3289,122.4677
36.1484,7.1080,6.0322,16.1736,191.1949
-19.7215,12.8992,3.2048,6.8697,126.7560
47.3595,12.7986,12.8780,4.8568,245.6814
30.5936,8.6203,15.0777,9.6132,168.9272
0.6373,6.3144,16.1064,20.9383,126.3364
37.8870,6.8937,1.9379,-8.6541,93.4545
-1.0120,9.1897,12.8385,13.7048,129.8595
40.9655,2.2189,12.6241,22.2913,175.2239
-13.0068,4.9402,16.1538,-4.1060,-14.5104
28.9617,1.9033,5.0466,18.9976,138.5489
17.3896,1.8803,12.8749,13.8269,93.7100
-14.1461,3.3501,1.8740,-11.4647,-57.4443
-3.8255,6.8230,11.0999,-3.4304,26.0078
-20.1193,10.4173,6.6136,10.4163,97.8612
12.2825,6.8260,13.3026,6.5888,99.1998
0.3898,5.0257,14.8129,7.5336,57.8182
21.4834,1.9882,6.8371,-3.4186,32.5282
0.1039,7.6035,9.4094,12.9751,109.2135
0.2943,4.2552,2.8785,-2.1425,16.3225
31.7667,8.3792,7.6705,2.4091,141.4147
-17.5819,12.7263,6.7728,1.6499,104.9137
43.1055,2.3358,3.9300,12.8649,144.5102
39.5107,3.5455,15.3117,-8.6606,56.0801
26.4141,6.6771,3.3694,-4.3949,84.1256
21.1187,12.6234,11.1718,-4.5816,155.0956
42.3535,10.2617,15.2423,-7.9883,145.5488
-7.8416,11.7788,15.5915,-4.3190,81.0212
-15.3932,5.0046,13.6918,10.4612,37.4711
-3.9948,12.9045,3.8183,15.0902,189.7079
35.4151,2.2340,14.0789,12.4312,124.1365
-18.5384,1.6357,5.4250,5.5820,-10.4248
20.3793,11.2672,15.7584,-10.0599,108.6792
49.6761,12.1272,12.3454,23.4833,313.9412
39.7544,2.0870,13.5643,-5.7812,61.0716
16.0226,2.3611,2.3605,12.7316,90.6272
-16.4815,1.3981,10.3242,21.7770,52.8374
38.0275,2.2541,14.1383,13.8178,134.9720
21.5275,3.5130,14.7854,-3.9322,42.0804
-12.8398,12.6409,1.4581,-0.3155,107.2157
-14.3361,9.0143,16.0265,-10.8824,2.5904
43.5835,10.3426,1.6934,10.6721,225.8203
26.5132,10.3137,10.8323,10.6807,188.6227
37.8794,7.4209,12.0942,14.8435,189.4952
41.4075,10.5699,2.7175,-11.5931,135.7685
19.5958,8.1497,1.7682,18.2601,180.2993
15.7387,4.7746,13.5586,15.3323,120.5201
9.5603,7.7333,7.1547,-6.7872,53.2715
1.5032,7.4021,2.7138,0.8622,63.2722
9.8563,10.8814,13.2027,11.6254,167.7528
33.9455,12.7807,14.5866,6.3445,224.1142
21.7366,5.9325,10.3982,-7.7415,51.4083
42.3692,10.1607,3.5798,-8.7682,145.5631
10.4800,2.1972,1.2436,16.9139,96.2461
22.1034,10.3220,12.2128,-6.2292,115.0739
23.8228,5.4570,9.8022,-5.6326,60.7659
21.0105,1.4727,11.4128,18.7442,116.9421
28.8870,5.3590,14.0110,10.6492,131.5980
-4.1422,8.3277,7.9476,10.3745,100.7199
15.3778,2.4310,2.9922,5.7358,62.5376
-13.6000,12.0884,16.0397,9.0528,128.7338
6.3003,1.9321,9.7242,10.2655,57.9261
13.6244,12.1601,10.8447,23.8096,243.2104
25.3079,9.4857,15.9346,-3.7500,116.7381
46.4877,4.9565,15.9053,-4.0612,104.1818
21.6462,5.6890,10.1535,-9.8829,40.5588
31.7952,9.8897,5.7618,12.3534,204.9018
14.9449,8.2177,16.9538,8.3146,126.3548
24.0214,9.0597,11.8931,-7.8841,92.4887
-15.9638,5.6700,7.5350,1.4879,8.1439
-2.9382,6.8538,9.9574,-5.3895,20.5517
4.6916,12.8784,7.6533,0.2648,143.1720
12.5470,3.5671,15.2129,23.1968,131.7206
-17.7589,6.0143,8.7200,13.2828,57.2041
-11.0583,4.5019,14.1765,-11.7199,-45.5185
-1.3462,10.1813,14.4428,-2.6572,78.1396
47.9788,10.1682,14.1893,-11.6166,141.5827
2.5256,4.5093,12.5550,14.4501,86.3774
13.2249,1.9767,14.6780,5.3686,49.4816
-7.0771,1.1372,7.1957,24.7787,82.8887
22.3654,6.1294,2.8346,15.1426,148.8843
-1.0715,5.9241,14.4793,7.1628,65.7038
-6.3035,12.8607,8.9707,17.7741,194.8946
15.6767,6.6376,3.0380,14.0777,137.2876
-20.6091,4.0770,2.8450,-2.9803,-29.5156
-20.4559,11.6948,3.5479,7.6196,107.1832
-5.4461,6.8928,13.0156,8.5720,72.5756
-18.3928,8.1901,12.3737,4.6956,47.1475
-13.3302,2.1480,4.2611,-5.3699,-41.8978
3.0591,5.5950,14.5508,-3.7353,25.7651
35.9836,12.3307,5.5007,-1.6012,191.4219
19.6155,8.0741,13.6878,-11.6206,55.8792
15.3994,5.1340,8.8209,21.9269,147.7718
-0.1623,8.5080,12.7048,13.3856,122.7957
45.1545,11.9249,7.1022,13.5158,262.9544
7.1881,4.2879,6.5542,9.1762,73.9117
-14.8164,7.0614,14.4618,13.5045,75.4748
22.8117,12.5043,1.5648,24.3289,274.2995
-12.9175,3.0688,16.5958,2.2509,-6.0428
3.5108,9.6360,11.3709,14.3634,148.9397
15.0262,8.3738,7.9197,1.3026,104.2227
41.0698,9.1561,11.0489,19.6087,238.2183
14.0418,5.2146,2.9639,19.7471,138.2421
28.8604,4.7666,9.2248,21.3839,170.4509
49.4900,9.2105,16.7615,-11.7979,129.8041
-11.6643,3.5865,4.7643,-0.9669,-9.0806
-1.4941,6.0359,12.5564,-7.0448,7.9792
7.0149,3.2581,7.9595,4.7975,45.0275
8.9498,1.0997,11.4393,6.3316,41.5207
8.1825,12.6407,4.2782,-2.5316,138.8500
43.4404,6.1804,8.5274,14.7675,188.1407
29.6963,12.6322,16.6815,-2.0185,179.7368
22.1613,2.6839,4.1246,19.5940,131.1794
0.9655,8.0484,11.1831,-5.4266,42.6816
37.4891,3.4117,10.2096,1.5877,95.9184
46.8093,10.4809,10.0408,11.0228,233.0848
37.3051,10.4044,10.8420,10.3974,211.6234
-20.8889,2.3513,9.0358,-9.1129,-71.8835
24.1845,11.9448,1.2709,19.3116,248.9225
-17.3694,3.3356,15.4015,10.1284,18.7786
-2.7099,8.3557,14.2317,20.1848,143.0830
-16.7737,12.8276,3.7867,20.1025,182.0742
21.8695,11.5888,7.6124,8.1990,189.9039
27.7479,12.4788,13.3288,21.6989,268.4468
-12.8714,5.1112,16.6810,19.3911,79.4287
6.2526,2.2669,16.2182,23.4505,111.0965
11.3928,3.2602,15.3897,19.4684,111.7407
5.2028,7.0059,3.5340,18.3845,136.3608
-12.4072,10.5188,15.6316,5.3663,93.0887
8.7453,2.8018,15.0551,-4.1549,10.7616
32.3336,8.9168,7.0312,21.6962,228.0110
-15.9585,4.8829,7.3124,14.7343,54.5607
-15.3072,5.0944,8.3585,-1.5753,-6.6051
4.1888,8.9430,11.4988,0.6168,87.6413
45.8625,6.6040,5.1734,13.3849,193.3814
26.4687,10.7444,1.3672,5.6792,177.9581
27.1856,2.8710,3.2597,-8.9851,29.4013
4.6963,10.4794,8.0419,-6.7664,78.8528
21.1499,1.7708,5.5120,15.5890,109.6441
-20.2807,3.3286,13.2323,0.1571,-25.9146
24.1628,8.8738,2.7070,6.7830,151.6669
43.8434,11.2591,15.6794,16.3650,259.8989
22.4927,4.0322,15.3252,15.7935,126.6224
41.0326,4.9263,15.5401,-5.8204,85.7473
30.4021,7.4454,12.8338,-8.3594,81.9778
-12.4404,3.5389,2.7120,9.8726,31.8624
43.0742,10.7339,8.0102,15.4404,247.7123
-16.2825,10.2836,3.1025,-6.4855,39.0557
16.9117,2.7435,16.8032,1.7623,46.5961
-10.9083,6.5660,6.3286,20.2003,103.9143
-20.1688,10.2979,10.3653,22.9363,146.1523
8.9644,5.0480,13.4703,4.8006,64.4142
-0.0521,8.5973,15.7299,-9.0579,32.8389
13.5060,1.6026,13.0888,-2.4652,17.8740
19.9812,8.3043,11.7921,-3.3801,93.7583
-17.8945,2.8318,8.4557,-3.1583,-38.7091
-12.2668,10.9670,10.6864,6.2736,106.3930
18.6636,5.2654,2.5066,9.5793,109.5158
3.3649,4.3786,15.1428,-7.4671,-0.2981
30.7713,11.0907,9.7004,20.9062,251.5793
25.3127,1.6017,1.6422,10.9390,100.6716
39.0379,5.7593,15.7184,10.0983,155.0449
28.1670,5.4400,8.8288,24.5293,188.1022
9.5251,4.4176,14.8974,11.2413,86.7095
26.7806,11.9411,14.7102,22.3715,260.8239
-1.4479,10.0111,14.0520,-1.4085,80.6027
0.7483,1.7671,1.9824,-3.1152,-7.3324
35.0179,9.5762,4.9531,7.1112,183.2359
10.6958,7.3276,15.0088,6.8185,104.4218
35.6850,11.8104,15.3839,-3.6201,171.5660
37.3920,4.7553,8.3291,13.8873,156.4578
39.8869,7.8899,8.0407,-10.9035,98.2984
44.0811,7.0091,3.8023,13.5533,195.0592
9.6000,6.8747,16.4946,4.9156,87.2297
1.6395,6.4733,4.4102,13.4933,103.0425
20.3361,3.4676,4.0550,5.6520,80.0766
5.3532,10.0685,11.5717,24.1613,199.2362
21.6763,6.4160,4.8855,0.3833,91.5918
29.0966,12.5022,16.0203,24.3552,281.9602
27.8768,4.1297,1.1745,-9.5960,41.5320
5.5933,9.1929,1.0921,13.2991,145.2874
-9.1529,12.2886,9.0780,4.8061,124.9109
9.5676,8.9615,8.8090,18.4191,167.6667
-10.8758,11.4553,3.6138,17.2158,160.5281
42.1969,10.9298,8.9123,17.6078,257.8903
3.5573,5.3214,7.5866,-8.4947,4.3100
-10.0334,8.2015,15.2453,18.4275,117.8634
-19.1932,2.8751,1.1481,-4.0805,-43.4191
24.8534,7.4263,16.6203,-11.0498,61.4324
24.2201,3.7651,10.9903,-3.9437,49.0524
3.1829,9.9248,3.4295,5.7335,121.3075
-15.9085,7.3367,1.7482,15.4581,87.1573
8.0837,5.9347,9.6097,-3.9106,38.0532
1.0964,4.2256,4.7582,-7.8187,-5.1197
27.0756,12.9844,5.8186,11.9008,238.5883
22.0103,1.8605,4.9221,24.4042,147.8096
4.8862,1.5227,11.4028,10.2322,50.8064
-5.5296,3.6071,9.8565,13.5691,58.6153
49.1506,12.6529,2.2476,8.7632,267.1326
11.2341,12.7509,9.4244,16.9469,223.2570
27.8675,8.8591,13.6590,24.1048,225.8692
-11.0207,11.5613,2.2991,8.1328,129.4826
13.4769,3.5675,15.2358,3.4212,54.7177
-19.0449,12.6645,10.2529,19.8327,170.3768
14.8873,2.7134,16.2100,23.8799,131.6612
47.4452,2.2135,3.3703,-7.2203,72.8604
6.2787,2.3465,16.8970,9.3923,56.2628
-18.2313,7.8775,11.3084,17.3210,93.9200
-18.8021,10.3717,10.0799,7.7336,90.3405
6.5471,5.4000,9.2445,3.1403,59.1745
-9.6382,12.7348,1.3785,12.2435,165.3555
-19.3420,6.2130,16.0342,-2.0053,-5.8650
32.6912,2.8054,11.3039,0.9179,78.4866
11.5551,6.5916,2.4660,24.7142,171.1342
-0.4636,9.1484,1.3352,11.5492,125.9813
42.9059,10.9867,1.8125,20.2983,273.6800
-12.7541,6.5052,10.7503,17.8874,91.2479
46.8702,8.1233,10.8242,12.1341,208.7405
1.2916,4.2081,8.9947,19.1070,98.8688
42.0767,8.7510,5.9083,-1.3751,150.6396
21.8089,12.8317,9.5079,11.5733,222.9168
37.6962,1.5886,9.2608,9.8523,117.2745
48.8649,11.6384,1.3106,11.0295,259.2955
-0.5232,7.7474,5.5195,-5.7606,35.9105
47.2406,4.0252,1.8510,-1.7420,109.7787
6.6532,12.4587,15.4025,-1.3936,132.0381
6.3713,6.8003,12.6036,10.2720,102.3345
3.1675,4.9803,16.9378,23.9842,129.1324
17.4399,3.1780,5.8347,23.3005,141.3727
-10.0557,3.9334,15.0558,-3.5940,-16.4774
18.3135,10.9942,10.6489,-0.7207,138.4171
17.4610,8.3729,8.2500,-10.6657,60.0929
33.0950,11.9589,4.5612,2.7562,199.1124
38.1891,3.7836,12.8143,18.8829,169.4161
10.2713,2.4537,15.4663,21.8828,111.9311
0.4657,1.0731,4.7649,-3.2496,-12.2366
-2.5872,7.0943,3.8062,-2.1656,38.8438
-7.1817,12.9797,12.1396,-3.8286,104.1151
-16.9070,9.3396,16.6316,0.9538,50.0466
3.3138,4.7007,12.9993,17.7761,102.4794
-1.8124,11.5223,5.5533,11.9337,157.7680
47.6156,10.3807,7.7193,17.0798,259.0502
18.5973,1.1850,7.1491,9.5722,75.7128
3.6567,10.8023,14.6335,-2.4639,98.9093
20.2132,4.6063,13.3419,-3.5642,52.5194
-11.1170,2.7961,10.4236,-11.6670,-59.8993
10.5271,3.7160,5.3993,16.8963,105.1955
23.4626,6.6230,16.0078,19.3435,168.9271
13.7117,6.0984,11.4530,16.4265,134.0800
7.5263,4.4666,16.5276,-9.2471,-0.4869
49.5632,3.0666,10.2819,16.2022,173.7537
41.5023,10.1468,14.1391,-10.3066,132.3511
23.2618,12.8813,14.0097,-8.0931,146.6984
19.4258,10.3335,6.3973,4.2976,150.8188
23.0669,4.5512,16.4243,5.6174,91.8698
-6.7068,3.9377,1.3511,18.1964,80.9909
7.0548,3.6120,13.2994,13.1425,82.5932
-18.1984,2.6403,16.4489,-6.3272,-55.3644
12.7638,7.6160,6.4225,-3.6326,70.8078
17.5547,8.2648,11.3698,-1.4300,95.1196
-4.8298,9.4660,9.9956,-7.4241,42.1438
47.4460,9.1626,13.1841,-1.3571,166.6791
43.5713,4.5080,14.8588,14.9581,168.2889
30.2722,4.9637,10.6487,-3.0681,78.3418
16.8705,9.1782,14.0545,18.9083,187.3109
40.7678,5.1934,5.9966,5.3721,134.0612
-11.7237,3.5515,4.6574,-0.0514,-7.1889
35.1262,5.4920,7.8907,3.2595,115.2379
-12.1377,4.2650,11.8438,14.2514,55.4265
35.3890,2.0598,3.9960,7.1213,106.4699
-1.4205,10.9617,11.8856,-11.7307,54.0499
41.2734,11.2373,7.3055,22.1260,280.3253
46.0270,3.6370,13.7292,-9.5581,67.8042
-10.4355,1.7773,1.5894,22.7290,74.0672
11.8500,9.8659,11.6877,-10.9583,66.0079
48.6501,3.5383,11.3972,16.5262,178.1470
13.3219,5.7212,16.0550,7.7830,93.8802
40.3119,1.7696,12.4139,6.7119,108.8653
20.7999,3.7152,13.7408,-9.3072,20.6414
5.6484,10.5148,15.4735,-3.1664,95.9971
-0.7094,10.6528,11.8008,16.7693,163.1893
-6.5712,3.4850,5.6425,20.9766,88.5641
33.0877,5.0310,14.9164,7.5774,125.7025
6.4444,2.6109,12.9612,1.0737,24.9535
15.3006,1.8901,7.7910,-9.7821,-3.9944
13.9551,12.9061,12.3685,13.2406,215.6641
19.9868,8.8671,14.8830,-1.6975,106.9019
40.4560,7.5052,16.6104,-9.9645,98.0518
48.6325,10.1860,16.2376,12.6365,238.8413
7.9385,11.0809,6.2052,5.9716,147.1469
37.7538,10.6806,7.7471,-11.5574,131.1410
33.2815,1.1985,2.7526,-7.8958,33.7362
19.7206,3.2417,4.9607,13.8705,109.5301
46.8793,8.8589,15.1187,-9.6442,129.1766
-6.7663,5.5091,6.7736,20.0406,99.8095
-13.2422,12.7898,10.9288,-0.4809,104.1348
39.6313,8.9849,11.6554,-8.7193,119.2669
10.1796,12.4786,13.5093,16.1110,211.9289
39.1348,3.4174,3.9248,7.4038,123.7706
42.4094,11.3675,5.8770,-0.6543,192.5980
-16.5655,4.8562,8.1734,3.0256,7.8972
41.7260,12.8748,6.8375,-11.2077,172.8705
10.8307,2.8923,16.7265,12.5198,80.6325
15.2407,7.1961,14.3591,1.5336,90.1576
23.4881,10.5141,8.6750,14.4194,201.5964
44.7732,6.1917,15.0683,11.2423,174.9216
-19.6428,6.6170,6.5624,12.0964,55.8259
12.8559,12.8363,13.5733,17.3370,227.2302
27.8283,6.1037,4.5788,11.3528,145.2530
30.3122,8.2489,13.3572,3.4929,140.6454
28.1698,1.6545,8.3033,2.4273,68.4245
-11.4551,11.1065,2.7200,-7.5755,55.8800
0.2571,8.7780,5.3722,16.8394,142.8470
4.4688,5.8482,7.4364,16.1610,110.0935
36.1150,1.1940,12.9887,-2.8870,61.4869
-1.2080,8.1000,2.1677,19.9192,142.7469
-6.0399,1.1519,11.5528,9.7931,27.4357
46.9788,1.0144,12.4562,5.7114,115.1922
-20.3707,8.3932,11.4627,-11.3526,-18.1016
49.8453,3.2682,13.1707,2.1614,120.3119
27.0543,3.3027,3.8507,11.7048,118.5958
37.8213,8.8393,10.3937,-8.6793,115.5343
-0.0820,1.6444,16.0583,5.0040,20.1848
-19.9836,4.7609,10.7725,24.7571,84.7668
31.3887,2.7932,10.7814,14.5119,129.2494
38.2243,7.9621,12.7830,8.2342,171.4734
31.5738,8.9412,6.3313,7.7222,169.5390
-10.8576,9.6536,12.2076,-10.3807,22.1827
32.4934,4.0628,15.6597,23.4206,176.6552
33.5935,2.0710,1.1743,22.3426,164.8780
25.7564,1.9442,14.9218,13.2490,107.8297
33.3942,6.1138,4.4979,-8.3366,75.5565
39.0604,12.3501,8.2948,-4.3101,187.3454
22.5659,3.6127,14.6376,-5.1953,39.8422
-14.7091,4.0809,14.1826,7.2244,17.0999
13.6216,2.2107,15.2708,-4.3113,15.7289
-15.4869,8.2668,16.0467,13.7446,89.0464
7.9356,9.1585,8.1545,8.1735,128.1265
7.9046,8.7152,11.5018,-11.3466,43.2450
-16.3133,11.3336,7.2477,15.5301,137.4312
3.7663,6.8371,6.6115,-5.0133,36.5982
-13.1191,2.6135,7.9055,18.5207,57.1427
36.3847,4.4729,12.8892,1.1367,100.3728
46.2858,8.9492,9.0231,0.5289,171.1856
-15.8655,8.3575,14.0250,-11.5628,-11.0243
46.8132,7.3720,12.9235,24.5460,247.6955
16.1029,9.1956,1.3277,10.6442,156.8231
0.2692,8.6487,11.0838,3.6410,87.8367
-15.5428,11.5759,7.9851,-8.4250,48.1511
14.5443,8.0322,8.3061,13.8685,148.4045
35.4106,10.3432,14.0940,-1.5390,158.2343
29.2031,3.9845,9.7617,24.5664,176.2345
-17.4340,9.1382,15.1699,23.1703,134.5651
-15.8240,11.8263,12.4049,15.2060,145.6732
7.6040,5.6288,9.8454,23.9297,145.5785
-0.0344,10.3493,13.0726,-8.0915,61.5632
-4.5007,9.6975,1.6136,-1.6431,73.1069
-1.0487,1.7143,1.4333,-2.6300,-9.7008
36.0473,7.9781,2.3336,-9.3355,97.7631
44.9752,2.5623,8.0010,23.9724,193.9608
7.7623,12.6078,4.7672,-9.7810,104.6576
43.3339,10.7369,16.7482,19.6975,264.6715
1.8262,2.3167,9.6766,16.4220,74.8757
12.8270,2.4610,11.5987,1.9071,40.2980
-4.9519,8.1337,5.4611,-11.3041,10.2935
24.4738,5.1387,6.1488,-11.7745,34.6459
48.5077,1.4189,6.3674,-4.4522,81.3402
21.8480,7.4997,12.1798,6.2734,123.6575
4.4048,5.6541,8.5793,4.9427,64.2361
24.9950,2.2129,9.2829,9.6558,95.4458
-12.2726,10.6230,10.4720,16.5625,140.0236
42.0948,11.9809,13.3010,1.9621,210.9246
14.7190,10.0791,2.4459,-6.0665,100.2264
10.9038,10.8691,13.4300,17.6018,193.6779
20.5964,3.5979,10.0118,0.3096,59.2816
23.3597,4.1629,11.7055,-1.3854,60.6167
-15.9039,3.5023,6.2408,16.2795,46.3384
27.4658,10.1808,7.5502,22.5632,239.7440
-3.8229,12.3750,4.6987,21.8536,207.5546
29.6906,9.6020,16.6688,-6.9146,115.3647
37.4000,11.5776,8.9520,6.6169,213.8680
36.0811,8.6644,16.9372,-8.5638,107.2323
18.2276,5.6519,8.8366,23.5561,167.6811
15.9321,6.1091,4.5160,-4.0366,58.0722
-10.8558,1.9039,9.1192,-4.6951,-37.2581
34.0496,1.3775,1.6335,20.8888,154.8084
-1.7299,9.3457,15.4763,23.8105,173.1012
14.2654,6.2611,14.0968,13.8124,125.8722
-0.8165,7.6266,12.6131,-7.5228,25.6595
-11.4982,7.6919,10.7572,5.9767,58.5860
23.6986,4.3285,10.2773,18.2144,143.0506
-17.1424,6.7107,16.9477,9.1817,47.4951
32.1538,6.6491,5.4480,-7.0940,82.6839
1.5487,5.6611,13.4749,-5.6402,16.7546
-20.9904,10.8481,10.3025,19.9732,141.1592
15.2902,6.4140,16.6141,7.5001,103.5845
-17.6735,8.2437,14.2449,14.1160,85.2248
-1.3920,11.7462,16.9764,1.8033,120.8104
29.1953,11.3948,10.4132,7.7020,200.7806
-16.5490,11.6851,4.2727,24.1528,179.9400
38.5930,4.2401,9.0590,0.1990,99.1450
-20.7288,1.4198,12.3778,12.9672,10.2877
-3.4755,4.1328,13.3898,-5.6173,-10.1823
31.6042,4.3445,1.0082,-7.4956,61.0981
1.4552,11.9123,9.0804,16.9947,189.3267
-13.7656,8.7909,4.7638,19.2320,123.2486
4.5766,1.9804,14.9986,12.7275,64.2032
-1.8021,2.6245,3.4465,-6.1468,-18.7899
38.8325,2.8681,11.6633,-3.0982,75.5076
1.2477,8.5651,5.2570,21.7135,161.7859
35.0142,9.8250,6.7047,-1.3180,153.2027
42.3229,11.3157,16.0489,18.2978,265.0489
9.8010,12.2876,4.8472,-1.4203,139.7878
